DOEID,REGIONC,DIVISION,TOTROOMS,TOTSQFT_EN,TOTHSQFT,TOTCSQFT,KWH,BTUEL,DOLLAREL,CLIMATE_REGION_PUB,TEMPHOME,TEMPGONE,TEMPNITE,NHSLDMEM,ATHOME,ENERGYASST,MONEYPY,BTUEL_TOTALS,EL_TOTALS
14096,2,3,8,1282,1282,1282,3837.647,13094.052,654.7,Cold/Very Cold,72,66,66,2,5,0,1,4599.7119999999995,2
14097,3,7,6,3103,3103,3103,19834.25,67674.461,2015.32,Hot-Humid,74,65,74,3,2,0,8,52308.084,5
14098,1,1,7,1297,1297,926,11874.586,40516.088,2808.82,Cold/Very Cold,70,70,78,4,5,0,7,20624.381999999998,4
14099,3,7,6,1751,1751,876,12116.686,41342.133,1085.74,Hot-Humid,70,50,70,2,5,1,1,37034.23,4
14100,3,5,10,4440,4440,4440,13966.219,47652.738,1552.34,Hot-Humid,72,78,78,2,0,0,3,33817.035,5
14101,2,3,7,5332,5332,5332,4510.548,15389.991,566.45,Cold/Very Cold,70,70,65,2,5,0,3,3118.652,2
14102,2,3,5,1314,1104,442,12980.869,44290.724,854.67,Cold/Very Cold,78,74,78,4,2,1,2,34155.205,5
14103,1,2,2,487,487,244,1386.5,4730.738,547.15,Mixed-Humid,80,80,70,1,0,0,4,2863.441,3
14104,1,2,8,3643,3643,3643,10250.026,34973.088,1362.41,Cold/Very Cold,68,65,68,1,4,0,6,11858.341,3
14105,2,4,4,3294,2059,2059,5432.222,18534.742,619.43,Cold/Very Cold,68,68,68,2,0,0,2,4609.869000000001,3
14106,2,3,11,4176,4176,4176,9410.946,32110.147,1190.96,Cold/Very Cold,76,70,68,5,5,0,8,6664.134,2
14107,4,8,11,2700,2700,2700,14846.767,50657.168,1784.69,Cold/Very Cold,68,65,61,2,5,0,6,36663.371,3
14108,2,3,5,905,905,181,14483.419,49417.424,2165.5,Cold/Very Cold,72,68,68,4,5,1,2,39068.18,5
14109,4,10,4,1832,0,1832,2675.753,9129.668,432.4,Hot-Dry/Mixed-Dry,-2,-2,-2,2,1,0,8,5032.5019999999995,3
14110,2,3,5,1739,1739,348,3132.492,10688.063,553.53,Cold/Very Cold,70,68,70,4,0,0,3,4505.535,2
14111,3,6,7,1784,1784,1784,17871.916,60978.978,2019.05,Hot-Humid,72,68,69,2,0,0,4,48557.539,5
14112,3,7,6,2982,2982,2982,44566.419,152060.623,3935.48,Mixed-Humid,77,80,77,5,4,0,2,116118.701,5
14113,1,2,3,640,640,0,6665.667,22743.254,1024.04,Cold/Very Cold,66,67,68,1,5,0,1,17228.093,4
14114,4,10,6,1251,1251,1251,6819.927,23269.591,871.23,Hot-Dry/Mixed-Dry,80,73,65,1,4,0,1,15960.986,4
14115,3,5,8,1131,1131,283,4363.639,14888.735,582.88,Hot-Humid,75,60,60,2,0,0,1,10597.587,3
14116,2,4,7,2800,2400,2800,1590.875,5428.066,244.67,Mixed-Humid,68,65,68,2,2,0,3,2125.1099999999997,4
14117,3,7,5,1075,1075,1075,12962.0,44225.0,1154.0,Hot-Humid,68,60,70,1,1,0,2,31261.840000000004,4
14118,3,5,6,1092,0,1092,16977.209,57926.238,1887.74,Hot-Humid,-2,-2,-2,5,1,0,4,38332.741,4
14119,4,9,8,2612,2362,2612,14046.133,47925.407,1811.75,Hot-Dry/Mixed-Dry,72,72,68,2,5,0,4,30097.405999999995,3
14120,4,8,6,2178,2178,945,4790.278,16344.428,539.07,Cold/Very Cold,70,70,70,3,5,0,2,5057.025,3
14121,2,3,6,1750,1750,1750,18606.179,63484.281,2769.89,Cold/Very Cold,62,62,62,5,5,0,6,18971.91,3
14122,1,2,6,595,595,99,2656.0,9063.0,795.0,Mixed-Humid,65,65,70,1,0,0,1,2836.423,2
14123,4,8,9,2878,2878,2878,16025.774,54679.942,1479.73,Cold/Very Cold,65,65,55,2,5,0,5,45812.801999999996,3
14124,3,6,7,1458,1458,1458,21378.161,72942.286,2360.92,Hot-Humid,72,72,72,5,5,0,2,45274.077000000005,5
14125,1,2,8,1890,1890,1890,20049.746,68409.735,1940.84,Cold/Very Cold,75,68,70,1,5,0,4,52282.538,5
14126,2,4,2,625,625,313,3884.0,13251.0,377.0,Cold/Very Cold,70,60,65,1,5,0,1,9382.738,4
14127,4,10,6,2288,2288,1888,12125.858,41373.429,1310.94,Marine,67,67,72,8,5,1,2,7097.375999999999,4
14128,2,4,4,1004,1004,1004,5210.814,17779.299,579.31,Mixed-Humid,74,74,74,2,4,0,2,6524.563,3
14129,2,4,5,1090,1090,0,2702.766,9221.839,625.13,Cold/Very Cold,70,60,60,2,2,0,2,3943.268,2
14130,4,10,9,2518,2518,2518,11253.377,38396.521,1585.11,Hot-Dry/Mixed-Dry,67,70,65,6,5,0,8,21439.182,3
14131,4,10,4,1189,1189,1189,11131.0,37980.0,1754.0,Hot-Dry/Mixed-Dry,73,68,55,4,0,0,1,27842.336000000003,5
14132,3,7,5,1070,1070,1070,6248.387,21319.497,820.8,Mixed-Humid,68,68,70,5,5,0,3,14267.782,3
14133,4,9,6,1957,1957,0,4198.134,14324.032,535.53,Cold/Very Cold,70,68,70,1,0,0,3,9350.331999999999,4
14134,3,5,4,716,716,716,9528.0,32509.0,1055.0,Mixed-Humid,73,73,73,2,5,0,1,25162.482,4
14135,4,10,6,2124,2124,0,4596.2,15682.234,794.65,Marine,65,65,70,2,5,0,4,2527.383,1
14136,3,6,6,2642,2642,2642,18459.964,62985.398,2078.07,Hot-Humid,74,74,75,1,0,0,3,51546.705,4
14137,1,2,5,2524,1578,1578,16205.008,55291.486,1789.21,Cold/Very Cold,78,60,60,3,0,0,2,10806.216,3
14138,3,7,6,1271,1271,636,13998.333,47762.313,1655.74,Hot-Humid,75,65,65,1,5,0,3,38543.789000000004,5
14139,3,5,5,1344,1344,0,24116.581,82285.773,2567.99,Hot-Humid,72,72,72,3,5,0,3,24595.528000000002,4
14140,3,5,4,1014,1014,0,8265.731,28202.673,1113.48,Hot-Humid,75,75,75,2,0,0,3,15692.609,4
14141,3,6,4,4350,3400,3400,13155.677,44887.171,1307.62,Mixed-Humid,70,70,70,1,5,0,3,38099.977,5
14142,4,10,8,3536,2224,2224,8268.936,28213.611,1050.06,Hot-Dry/Mixed-Dry,72,75,72,5,5,1,3,15132.11,2
14143,1,2,3,800,800,267,3217.0,10976.404,903.92,Mixed-Humid,70,70,65,2,5,0,4,3175.858,2
14144,2,3,5,1307,1307,0,9584.0,32699.0,1431.0,Cold/Very Cold,70,50,70,3,5,0,8,17884.585,2
14145,3,5,3,2470,1235,1235,8679.68,29615.07,1370.22,Hot-Humid,70,70,69,1,0,0,1,13327.809,4
14146,3,7,8,4200,2100,2100,15758.57,53768.239,1722.12,Hot-Humid,67,64,61,2,2,0,8,32944.223,5
14147,3,5,11,2780,2000,2000,14711.969,50197.239,1988.74,Mixed-Humid,70,64,68,2,5,0,7,17598.097,3
14148,3,6,4,840,840,840,13601.933,46409.796,1273.33,Hot-Humid,68,59,72,1,0,0,1,29973.622,3
14149,2,3,5,2174,2174,2174,6436.262,21960.525,735.26,Cold/Very Cold,70,68,69,3,4,0,1,7258.728999999999,3
14150,1,2,7,3152,2710,2710,10758.563,36708.215,1571.94,Mixed-Humid,68,65,68,4,5,0,2,19581.468,2
14151,1,2,8,2183,2183,227,12424.516,42392.449,1683.18,Cold/Very Cold,73,73,73,1,5,0,2,21509.847,3
14152,1,2,4,731,731,183,3018.711,10299.841,486.75,Cold/Very Cold,68,56,70,3,0,0,1,8698.015,5
14153,3,6,8,2208,1656,1840,21708.224,74068.46,2138.55,Mixed-Humid,70,70,70,5,5,0,2,59837.918999999994,3
14154,2,3,7,3748,3748,3748,11752.994,40101.214,1662.13,Cold/Very Cold,72,68,68,2,5,0,2,21786.038,3
14155,4,10,8,4093,2791,2791,12023.996,41025.875,2758.35,Hot-Dry/Mixed-Dry,70,68,70,6,5,0,7,28730.862,4
14156,3,5,3,1041,1041,0,4486.478,15307.861,469.5,Hot-Humid,73,73,68,1,0,0,1,7715.026000000001,4
14157,4,10,5,1046,1046,209,6323.194,21574.736,1297.05,Marine,68,69,64,2,5,0,3,10256.532000000001,3
14158,4,10,10,2829,2829,2829,9180.725,31324.633,2053.6,Hot-Dry/Mixed-Dry,70,55,65,2,5,0,6,12057.099,2
14159,3,5,7,4082,3387,3387,32652.71,111411.045,3602.45,Mixed-Humid,68,68,68,3,5,0,4,17150.404000000002,2
14160,4,10,6,1625,1625,1625,3507.167,11966.453,578.86,Hot-Dry/Mixed-Dry,64,60,57,1,5,0,6,4389.94,3
14161,4,10,5,994,0,0,2776.409,9473.108,316.21,Hot-Dry/Mixed-Dry,-2,-2,-2,10,5,0,4,5949.985,3
14162,3,5,7,2046,2046,2046,12758.873,43533.276,1837.02,Mixed-Humid,72,72,72,5,3,0,8,34910.873,4
14163,3,5,5,1515,0,1515,18764.581,64024.749,2102.74,Hot-Humid,-2,-2,-2,5,5,0,2,47282.742,4
14164,1,2,7,1350,1138,132,9002.547,30716.692,1821.95,Mixed-Humid,65,63,65,5,0,0,3,19397.533,4
14165,2,4,5,2160,2160,2160,7746.721,26431.811,1234.86,Cold/Very Cold,68,68,68,4,5,0,2,21388.699000000004,4
14166,1,1,7,2965,2965,855,8025.76,27383.894,1657.09,Cold/Very Cold,68,60,60,3,2,0,8,8382.253,3
14167,3,5,4,1150,0,1150,9557.444,32609.999,1089.85,Hot-Humid,-2,-2,-2,2,5,0,5,25332.237999999998,4
14168,4,8,8,3254,3254,3254,14049.246,47936.028,1743.15,Cold/Very Cold,67,60,58,4,4,0,4,13162.176000000001,3
14169,4,10,7,1614,1614,1614,6600.697,22521.58,800.55,Marine,74,65,65,1,4,0,2,15119.711,4
14170,1,2,9,2564,1989,1989,12129.856,41387.067,1549.26,Cold/Very Cold,78,68,72,3,2,0,8,30808.739,5
14171,1,2,4,1021,1021,511,2242.997,7653.106,500.43,Mixed-Humid,70,65,72,3,4,0,6,3616.246,2
14172,3,5,8,4400,3440,2960,18484.206,63068.11,2498.71,Mixed-Humid,68,67,67,4,5,0,8,17799.056,3
14173,3,5,3,1053,1053,1053,8299.588,28318.195,1166.72,Hot-Humid,75,80,50,1,0,0,2,21882.521,5
14174,2,4,4,976,976,976,4993.914,17039.236,529.87,Mixed-Humid,65,60,60,1,5,0,1,12377.43,4
14175,2,3,3,552,552,184,3861.416,13175.153,540.11,Cold/Very Cold,70,68,68,1,1,1,1,7133.168,3
14176,3,6,5,1225,1225,735,5946.554,20289.642,681.72,Mixed-Humid,70,70,70,4,5,1,1,12674.72,3
14177,2,3,6,1953,1953,0,4907.754,16745.258,853.65,Cold/Very Cold,68,63,68,1,0,1,1,596.113,1
14178,3,5,9,2496,2496,2496,28554.129,97426.688,3129.62,Mixed-Humid,68,64,68,5,0,0,7,61217.583,5
14179,2,3,1,719,719,719,3564.0,12159.0,462.0,Cold/Very Cold,70,60,55,1,0,0,1,8575.277,4
14180,2,3,8,1792,896,896,13350.229,45550.982,1476.33,Mixed-Humid,68,66,66,2,5,0,3,26523.135,4
14181,4,8,10,2700,2700,2700,14175.161,48365.65,1890.47,Cold/Very Cold,70,70,70,3,5,0,8,31089.868000000002,3
14182,1,2,4,1600,1600,800,16815.71,57375.201,1792.37,Cold/Very Cold,70,70,68,2,5,0,2,6485.055,3
14183,3,7,6,1728,1728,1728,11173.952,38125.524,1835.04,Hot-Humid,74,74,74,3,4,0,4,26670.716999999997,5
14184,1,2,6,2051,1472,1472,8816.264,30081.092,1505.16,Cold/Very Cold,72,66,66,1,5,0,7,10707.534,2
14185,4,10,8,3165,0,0,5674.2,19360.37,925.62,Marine,-2,-2,-2,4,5,0,8,7108.016,2
14186,4,10,8,2382,2382,2382,9364.982,31953.319,1237.06,Hot-Dry/Mixed-Dry,78,70,72,3,5,0,3,11390.595,3
14187,3,5,3,1682,841,561,12606.645,43013.873,1473.48,Mixed-Humid,70,70,70,2,5,0,3,33360.576,5
14188,3,7,6,2709,2709,0,9712.0,33137.344,998.75,Mixed-Humid,72,68,68,4,0,0,2,21221.423000000003,3
14189,3,7,9,3100,3100,2700,19151.584,65345.204,2014.28,Hot-Humid,72,70,74,3,0,0,6,46968.333,5
14190,2,3,8,2768,2768,2768,13242.069,45181.94,1999.07,Cold/Very Cold,69,69,69,4,1,0,8,27394.126,5
14191,3,5,4,1403,935,935,12117.086,41343.496,1743.78,Mixed-Humid,67,67,67,2,0,0,5,23816.207000000002,3
14192,2,3,8,3264,2176,2176,18246.806,62258.104,2469.32,Cold/Very Cold,72,70,70,4,5,0,6,43930.09,4
14193,3,5,9,3968,1784,1784,12823.328,43753.195,1349.77,Hot-Humid,65,65,65,2,5,0,1,24865.831,5
14194,4,9,8,2456,1028,129,12742.597,43477.74,1862.25,Hot-Dry/Mixed-Dry,65,50,50,6,2,0,6,11315.05,3
14195,3,6,7,1766,1766,1766,13837.0,47211.0,1454.0,Mixed-Humid,65,65,65,1,0,0,2,37815.753,4
14196,4,10,8,1200,1200,1200,21234.806,72453.16,1649.74,Marine,68,65,64,2,5,0,2,35442.113,5
14197,3,5,5,1094,1094,1094,6448.837,22003.431,827.8,Mixed-Humid,70,70,70,1,0,0,6,7600.535,2
14198,2,3,5,1314,1314,1314,8342.0,28462.904,1082.15,Cold/Very Cold,68,68,68,2,5,0,3,14881.295000000002,3
14199,1,1,7,3695,3695,1840,4680.817,15970.946,973.5,Cold/Very Cold,64,64,65,1,5,0,3,6308.1939999999995,3
14200,3,5,5,1358,1358,1358,8431.154,28767.096,958.16,Mixed-Humid,72,72,72,1,0,0,2,20602.331,4
14201,4,10,6,1430,1430,1430,15612.719,53270.596,1089.02,Marine,70,70,70,1,5,0,2,45609.888000000006,4
14202,2,3,8,2640,2640,2640,6806.057,23222.267,812.36,Cold/Very Cold,72,72,72,2,4,0,2,11095.918,4
14203,2,4,7,2681,2032,2032,17269.792,58924.53,1946.77,Cold/Very Cold,64,64,64,2,5,0,3,33868.668,4
14204,3,5,7,2576,2576,2576,11119.127,37938.462,1238.32,Mixed-Humid,66,66,66,2,5,0,4,24442.037,2
14205,3,7,6,1632,1632,1632,4780.147,16309.862,681.32,Mixed-Humid,67,65,65,1,0,0,3,8262.308,3
14206,3,6,3,2052,2052,2052,17559.995,59914.702,1844.31,Mixed-Humid,74,74,74,2,2,0,2,46883.365999999995,5
14207,1,2,8,3212,2926,732,4765.457,16259.738,776.93,Cold/Very Cold,68,68,68,2,5,0,5,7153.589,2
14208,4,10,5,928,0,0,1361.034,4643.849,155.18,Hot-Dry/Mixed-Dry,-2,-2,-2,3,0,0,1,1951.329,1
14209,4,10,8,4048,4048,0,8776.699,29946.098,2072.11,Marine,64,62,62,3,5,0,8,3638.585,1
14210,1,2,6,3134,2519,1903,7788.294,26573.658,1124.25,Mixed-Humid,69,64,64,3,0,0,8,11246.18,2
14211,3,5,6,2091,2091,2091,12625.539,43078.338,1444.71,Hot-Humid,70,70,68,2,5,0,4,32545.678,5
14212,3,5,9,3580,3580,3580,19272.387,65757.385,2248.87,Hot-Humid,68,66,68,5,5,0,8,41571.423,4
14213,2,3,3,821,821,274,2848.42,9718.809,599.33,Cold/Very Cold,70,70,70,2,5,1,1,4987.049,3
14214,3,5,7,1922,0,1922,17072.235,58250.467,1905.92,Hot-Humid,-2,-2,-2,3,5,0,5,46484.707,4
14215,2,4,9,1650,1650,1650,9289.132,31694.52,1003.24,Cold/Very Cold,65,68,65,2,0,0,1,14204.189999999999,3
14216,4,9,8,2821,2821,0,6830.415,23305.375,944.95,Hot-Dry/Mixed-Dry,75,65,75,2,0,0,6,7835.557999999999,3
14217,2,3,4,783,783,196,6233.0,21268.0,858.0,Cold/Very Cold,60,60,60,2,0,0,1,14707.928,5
14218,4,10,2,750,750,0,1989.862,6789.408,331.67,Hot-Dry/Mixed-Dry,70,65,60,1,5,0,6,1854.2119999999998,2
14219,4,10,5,1176,1176,0,5780.667,19723.635,1025.13,Hot-Dry/Mixed-Dry,72,60,68,1,5,1,1,5762.767,1
14220,2,3,8,2018,2018,2018,9758.101,33294.64,965.0,Cold/Very Cold,68,68,68,4,5,0,8,23632.734000000004,5
14221,2,3,5,1152,1152,461,9981.576,34057.136,1353.97,Cold/Very Cold,70,70,70,4,5,0,1,24840.611000000004,5
14222,4,10,5,875,875,875,12161.0,41495.0,819.0,Marine,75,75,75,2,5,0,3,29270.396999999997,5
14223,3,5,1,650,0,650,9216.129,31445.432,1010.08,Hot-Humid,-2,-2,-2,1,1,0,1,9344.393,4
14224,1,1,5,1776,964,193,2789.544,9517.925,593.73,Cold/Very Cold,70,60,65,1,0,0,2,3502.098,4
14225,4,8,9,3740,3740,2038,16984.831,57952.242,2206.72,Cold/Very Cold,69,69,69,4,5,0,6,15380.989000000001,3
14226,1,2,8,2365,2365,2365,20117.891,68642.243,986.93,Cold/Very Cold,68,62,66,4,0,0,4,43846.746,4
14227,2,4,9,3936,3936,3936,17528.8,59808.266,1624.35,Cold/Very Cold,72,60,65,1,5,0,7,11426.652,3
14228,2,4,9,3704,3704,3704,7940.057,27091.475,858.51,Cold/Very Cold,70,70,70,1,0,0,4,10212.890000000001,3
14229,1,2,10,2970,1980,792,7092.887,24200.93,1457.47,Mixed-Humid,72,65,69,7,0,0,2,12805.329000000002,2
14230,2,4,9,3121,3121,3121,15232.112,51971.967,1353.52,Cold/Very Cold,71,65,71,5,0,0,8,19910.124,3
14231,3,5,11,5590,5590,5590,15545.539,53041.378,2107.66,Hot-Humid,72,65,62,4,3,0,6,37209.401,3
14232,2,4,4,1478,1478,1478,5194.748,17724.479,807.97,Cold/Very Cold,68,68,68,2,0,0,3,3779.309,3
14233,4,10,10,2800,2800,2800,25067.997,85532.007,1283.88,Cold/Very Cold,72,72,65,2,5,0,2,72039.996,5
14234,2,3,4,1283,1283,1283,4445.939,15169.544,723.48,Cold/Very Cold,68,62,65,1,5,0,1,3409.721,2
14235,2,3,7,5189,5189,1598,11626.064,39668.132,1574.88,Cold/Very Cold,73,68,68,2,5,0,4,27969.943,4
14236,2,4,6,2250,1125,1125,11946.405,40761.135,1566.67,Mixed-Humid,68,68,65,2,5,0,2,28355.484,5
14237,4,9,8,2495,2495,0,10484.932,35774.588,1523.97,Hot-Dry/Mixed-Dry,72,68,68,3,3,0,6,11905.885,2
14238,3,5,7,1615,1615,1615,16551.724,56474.483,1820.6,Hot-Humid,75,75,75,2,4,0,4,35822.01,5
14239,1,1,9,2304,2304,512,6192.342,21128.27,1415.9,Cold/Very Cold,74,69,80,5,0,0,2,13247.698999999999,3
14240,4,10,6,758,758,758,7143.152,24372.433,968.19,Hot-Dry/Mixed-Dry,72,72,65,1,5,0,2,7880.362,3
14241,3,5,8,3569,3569,3569,10737.837,36637.499,1183.16,Mixed-Humid,68,68,63,2,5,0,8,23495.388,4
14242,4,8,4,787,787,787,6076.0,20733.0,771.0,Cold/Very Cold,73,69,69,1,2,0,2,14747.504,5
14243,2,3,8,3186,3186,2205,3301.595,11265.041,575.37,Cold/Very Cold,72,65,67,2,5,0,4,3413.089,2
14244,3,7,9,2980,2980,2980,16633.0,56751.0,1928.0,Hot-Humid,68,66,68,2,2,0,5,22075.729,3
14245,3,5,6,1450,1450,1450,21790.73,74349.97,3078.47,Mixed-Humid,71,71,71,2,5,0,4,58442.649,5
14246,4,10,1,1045,1045,1045,7436.325,25372.741,788.34,Hot-Dry/Mixed-Dry,75,67,75,3,5,0,4,7774.487,4
14247,3,5,6,1862,0,1862,23997.032,81877.874,2652.45,Hot-Humid,-2,-2,-2,3,2,0,5,56431.466,4
14248,2,3,7,3008,1504,1504,13411.746,45760.878,1484.18,Cold/Very Cold,70,65,70,4,5,0,4,13330.339,2
14249,4,10,5,959,959,192,3197.36,10909.393,335.43,Hot-Dry/Mixed-Dry,65,54,70,2,2,1,1,2823.117,2
14250,3,5,2,681,681,681,8286.096,28272.16,1027.97,Mixed-Humid,72,72,72,1,1,0,2,13671.223,5
14251,2,3,3,763,763,254,3342.648,11405.115,659.72,Cold/Very Cold,65,68,67,2,5,0,3,2039.1640000000002,2
14252,4,10,8,1680,1680,1680,5581.0,19042.372,972.26,Hot-Dry/Mixed-Dry,69,65,55,4,0,0,8,5128.636,3
14253,4,8,10,3639,3639,3639,13463.113,45936.142,1787.01,Cold/Very Cold,72,68,68,3,5,0,3,10570.744,3
14254,4,10,4,1123,1123,1123,5683.048,19390.561,935.52,Hot-Dry/Mixed-Dry,74,75,73,2,5,0,6,9730.823,4
14255,2,3,13,6048,6048,5648,11275.756,38472.879,1609.92,Cold/Very Cold,68,67,70,3,0,0,3,25712.699999999997,5
14256,4,9,6,2032,2032,339,5401.364,18429.454,751.44,Cold/Very Cold,72,65,62,2,5,0,4,5010.4349999999995,2
14257,3,7,7,1759,1759,1759,9485.324,32363.924,1119.93,Mixed-Humid,75,75,75,5,5,0,3,15732.755000000001,2
14258,3,5,2,1000,1000,1000,7643.992,26081.3,851.39,Mixed-Humid,72,66,69,1,0,0,3,23752.606,5
14259,2,4,5,1714,1714,1714,6541.624,22320.022,880.17,Mixed-Humid,69,69,67,1,5,0,4,8916.005000000001,3
14260,4,10,3,228,0,0,6520.0,22245.0,1201.0,Marine,-2,-2,-2,4,0,0,2,19429.818,2
14261,2,3,7,3428,3428,1904,11097.114,37863.354,1620.63,Cold/Very Cold,68,68,64,2,5,0,3,5609.965,3
14262,4,8,4,644,644,644,6995.213,23867.667,874.34,Cold/Very Cold,72,72,72,2,5,0,1,7307.812,3
14263,2,4,8,1481,1481,110,9401.294,32077.216,1781.49,Cold/Very Cold,69,69,69,1,3,1,2,23478.86,3
14264,3,7,6,1984,1984,1984,16398.183,55950.601,1793.24,Hot-Humid,78,72,72,2,0,0,4,44033.308999999994,3
14265,4,10,6,1298,1298,0,1949.576,6651.952,280.96,Hot-Dry/Mixed-Dry,72,60,55,2,4,0,5,2598.92,2
14266,3,6,4,961,961,961,5827.388,19883.046,816.79,Hot-Humid,70,75,65,2,5,0,3,13864.791000000001,5
14267,3,5,8,2309,2309,0,14936.0,50961.632,2321.75,Hot-Humid,76,74,78,3,5,0,3,31575.475,4
14268,1,2,5,2200,2200,880,5872.529,20037.07,1611.23,Mixed-Humid,68,60,62,5,5,0,3,10899.702,2
14269,1,2,6,1955,1955,1955,17222.053,58761.646,2233.66,Cold/Very Cold,70,65,65,2,0,0,4,46070.055,5
14270,3,5,6,3536,2224,2224,9301.059,31735.213,1094.37,Mixed-Humid,76,76,74,2,5,0,3,16746.871,4
14271,1,2,7,2950,2400,2400,11092.447,37847.429,1897.07,Cold/Very Cold,70,70,70,5,5,0,7,19895.487,2
14272,3,5,7,971,0,854,9279.284,31660.918,1049.55,Hot-Humid,-2,-2,-2,2,0,0,2,18632.047,4
14273,2,4,9,2040,2040,1584,15076.676,51441.62,1512.03,Cold/Very Cold,72,72,72,3,5,0,5,25683.635,5
14274,1,2,7,3350,3350,957,5372.145,18329.759,920.63,Cold/Very Cold,70,65,65,2,1,0,5,7955.186,2
14275,1,2,7,1926,1926,1926,27407.144,93513.177,2789.65,Cold/Very Cold,72,72,72,4,5,1,1,63593.668,5
14276,4,10,3,642,642,642,5819.161,19854.976,912.77,Hot-Dry/Mixed-Dry,68,70,68,2,5,0,2,3441.0389999999998,3
14277,4,10,6,1760,1760,1760,7445.062,25402.55,1084.54,Hot-Dry/Mixed-Dry,73,70,73,4,2,0,6,14736.392,4
14278,3,5,7,2728,2728,2728,12727.939,43427.729,1412.45,Mixed-Humid,70,55,65,3,5,0,3,21317.191,2
14279,4,9,9,2227,2227,1827,6156.303,21005.306,841.31,Cold/Very Cold,64,64,62,2,5,0,1,14750.804,4
14280,4,8,7,2148,1739,0,3704.774,12640.69,696.71,Cold/Very Cold,65,50,63,1,5,1,1,6546.498,2
14281,3,5,8,2462,2462,2462,22793.581,77771.697,2608.72,Mixed-Humid,70,70,70,2,1,0,8,39836.137,4
14282,2,3,4,957,957,957,5978.442,20398.444,871.1,Cold/Very Cold,70,64,68,4,5,1,1,4186.93,2
14283,4,10,9,3951,0,3951,16138.104,55063.211,2599.33,Hot-Dry/Mixed-Dry,-2,-2,-2,2,5,0,8,29677.298000000003,2
14284,1,2,3,800,800,800,3128.0,10673.0,531.0,Mixed-Humid,72,68,70,1,0,0,2,5489.67,2
14285,1,1,9,5730,5730,5730,26029.574,88812.907,3497.46,Cold/Very Cold,68,65,65,7,0,1,2,13122.087,3
14286,2,4,6,2332,1166,2332,4683.495,15980.085,691.51,Mixed-Humid,68,68,68,2,5,0,1,7111.9,3
14287,4,8,4,1800,900,0,6912.0,23583.0,1034.0,Cold/Very Cold,58,58,58,2,5,0,2,17906.862999999998,3
14288,1,2,1,654,654,654,2142.329,7309.628,715.36,Mixed-Humid,68,68,75,2,1,0,3,3441.926,2
14289,2,4,6,3152,2144,2144,7401.646,25254.416,1007.94,Mixed-Humid,67,64,65,2,5,0,3,12065.044,3
14290,3,6,13,5204,2802,2802,16105.065,54950.48,1563.19,Mixed-Humid,79,79,79,1,5,0,2,48766.982,4
14291,2,3,1,693,693,693,2370.0,8086.0,332.0,Cold/Very Cold,70,70,70,1,5,0,2,5102.2429999999995,3
14292,3,6,5,896,896,179,18050.214,61587.329,1640.65,Mixed-Humid,72,65,70,2,5,0,1,51455.437999999995,4
14293,3,5,6,990,990,0,17026.258,58093.593,1841.52,Mixed-Humid,75,75,75,1,5,0,1,31036.213,4
14294,3,6,9,1519,1519,1519,12143.788,41434.605,1527.38,Hot-Humid,68,68,68,1,1,1,2,25738.125,5
14295,4,10,9,1182,1182,1182,10669.999,36406.038,1937.81,Hot-Dry/Mixed-Dry,69,65,65,5,5,0,4,12069.283,2
14296,1,1,8,2970,2475,0,10871.072,37092.097,1963.26,Cold/Very Cold,68,65,65,3,0,1,2,17671.102,1
14297,3,6,6,3168,1584,1584,14217.677,48510.715,1413.07,Mixed-Humid,70,67,70,3,1,0,1,32731.257,4
14298,2,4,8,4955,4955,4955,10230.351,34905.958,1083.6,Cold/Very Cold,68,65,65,4,5,0,8,13232.488000000001,3
14299,3,5,8,2400,2400,2400,24384.776,83200.855,2708.51,Hot-Humid,71,71,72,3,4,0,7,61979.826,5
14300,4,9,9,7300,3325,3325,4743.098,16183.45,622.12,Hot-Dry/Mixed-Dry,70,65,68,2,1,0,4,5712.441999999999,3
14301,1,1,4,1344,1344,336,6157.969,21010.992,890.75,Cold/Very Cold,68,68,68,3,5,0,2,3499.203,2
14302,3,7,4,507,507,127,6123.0,20893.0,653.0,Hot-Humid,70,60,50,3,0,0,1,16209.713,4
14303,3,5,6,1235,0,1235,6986.647,23838.44,832.64,Hot-Humid,-2,-2,-2,1,2,0,3,17590.974000000002,4
14304,4,10,7,2060,2060,2060,6592.133,22492.359,1517.18,Hot-Dry/Mixed-Dry,65,65,55,2,5,0,8,16004.409999999998,4
14305,3,7,4,666,666,666,15209.967,51896.406,2612.24,Hot-Humid,75,76,74,1,0,0,3,21644.678,5
14306,3,5,4,1056,1056,1056,11320.097,38624.17,1226.07,Hot-Humid,72,65,65,3,2,0,6,29284.451999999997,5
14307,1,1,2,1000,1000,0,1058.364,3611.137,322.82,Cold/Very Cold,70,70,60,2,1,0,2,2058.027,2
14308,2,4,7,3720,2344,2344,8720.765,29755.249,920.87,Cold/Very Cold,72,70,70,1,4,1,3,14952.786,4
14309,2,4,10,4255,4255,4255,20620.436,70356.927,1859.67,Cold/Very Cold,71,69,66,4,5,0,8,24953.367,4
14310,4,10,7,1716,1716,0,4959.226,16920.878,545.59,Marine,68,62,60,2,5,1,1,10997.212,4
14311,3,5,9,1900,0,1900,16286.454,55569.38,1799.64,Hot-Humid,-2,-2,-2,2,1,0,8,34493.018,4
